iter	RMSE
881	4.961242396
882	4.959605965
883	4.958849025
884	4.956717401
885	4.95564376
886	4.953174491
887	4.952876325
888	4.951430848
889	4.950027053
890	4.946680508
891	4.944149816
892	4.942821435
893	4.941436832
894	4.939832844
895	4.938800522
896	4.937121665
897	4.935628644
898	4.934917066
899	4.933406047
900	4.932401597
901	4.930842571
902	4.929783525
903	4.927329815
904	4.926596167
905	4.926086695
906	4.925245571
907	4.923508919
908	4.921624681
909	4.920854753
910	4.919167286
911	4.917040701
912	4.916244945
913	4.915123792
914	4.914110596
915	4.912566138
916	4.909713923
917	4.909325756
918	4.907200616
919	4.906006127
920	4.903942971
921	4.900617747
922	4.897597821
923	4.894696214
924	4.892140271
925	4.891553587
926	4.889252858
927	4.886006033
928	4.883448861
929	4.882501658
930	4.881828716
931	4.880828062
932	4.878258725
933	4.875349883
934	4.874060618
935	4.873101941
936	4.871627578
937	4.8664921
938	4.864192066
939	4.862201001
940	4.860960477
941	4.859783726
942	4.85846056
943	4.855998632
944	4.854550956
945	4.852360875
946	4.851362589
947	4.849874126
948	4.847601227
949	4.845523366
950	4.84525296
951	4.842788191
952	4.842601724
953	4.839924053
954	4.838333722
955	4.837929923
956	4.83482435
957	4.832384553
958	4.83113278
959	4.830340876
960	4.828768571
961	4.827720905
962	4.826701032
963	4.824876037
964	4.822364734
965	4.821692534
966	4.81992815
967	4.81791329
968	4.81701044
969	4.815260278
970	4.814024794
971	4.812593535
972	4.811958901
973	4.809925113
974	4.807925589
975	4.806641379
976	4.802790344
977	4.801397325
978	4.799348154
979	4.798030965
980	4.796759528
981	4.796251558
982	4.79524641
983	4.794093279
984	4.791142674
985	4.790339569
986	4.789645888
987	4.789425433
988	4.787946005
989	4.787365507
990	4.783818875
991	4.783073914
992	4.78206752
993	4.780583764
994	4.778451368
995	4.777713643
996	4.776261049
997	4.775217764
998	4.774769177
999	4.77422142
